aco_id,aco_name,aco_service_area,agreement_period_num,initial_start_date,current_start_date,re-entering_aco,basic_track,basic_track_level,enhanced_track,high_revenue_aco,low_revenue_aco,adv_pay,aim,aip,snf_3-day_rule_waiver,prospective_assignment,retrospective_assignment,aco_address,aco_public_reporting_website,aco_exec_name,aco_exec_email,aco_exec_phone,aco_public_name,aco_public_email,aco_public_phone,aco_compliance_contact_name,aco_medical_director_name,lat,long
A5253,"Privia Quality Network Delaware, LLC",DE,2,01/01/2023,01/01/2023,1,0,N/A,1,0,1,0,0,0,0,0,1,"950 N. Glebe Road, Suite 700, Arlington, VA, 22203",https://www.priviahealth.com/who-we-support/physicians/privia-quality-network/delaware-mssp/,"Sam Starbuck",sstarbuck@priviahealth.com,"(571) 366-8850","Sam Starbuck",sstarbuck@priviahealth.com,"(571) 366-8850","Stephanie Carpenter","William Chasanov",38.8815161,-77.1162063
A3783,"Privia Quality Network Gulf Coast II, LLC","OR, TX, WA",2,01/01/2018,01/01/2022,0,0,N/A,1,0,1,0,0,0,0,0,1,"950 N Glebe Road, STE 700, Arlington, VA, 22203",http://www.priviahealth.com/our-work/privia-quality-network/gulf-coast-mssp/,"douglas fernandez",kfernandez@priviahealth.com,"(713) 545-1366","Lynne Vaassen",lvaassen@priviahealth.com,"(832) 865-3030","Stephanie Carpenter","douglas fernandez",38.8814764,-77.116246
A4986,"Privia Quality Network Maryland","DC, MD",1,01/01/2022,01/01/2022,0,0,N/A,1,0,1,0,0,0,0,0,1,"950 N. Glebe Road, Suite 700, Arlington, VA, 22203",https://www.priviahealth.com/who-we-support/physicians/privia-quality-network/maryland-mssp,"Eric Beyer",ebeyer@priviahealth.com,"(671) 851-2932","Robert Borchert",robert.borchert@priviahealth.com,"(817) 783-4841","Stephanie Carpenter","Shishir Khetan",38.8815161,-77.1162063
A3236,"Privia Quality Network of Georgia",GA,3,01/01/2017,01/01/2022,0,0,N/A,1,0,1,0,0,0,0,0,1,"950 N Glebe Rd, Suite 700, Arlington, VA, 22203",https://www.priviahealth.com/who-we-support/physicians/privia-quality-network/georgia-mssp-public-reporting/,"zia khan",drkhanpmc1@me.com,"(917) 744-1980","zia khan",drkhanpmc1@me.com,"(917) 744-1980","Stephanie Carpenter","zia khan",38.8815161,-77.1162063
A4943,"Privia Quality Network Tennessee, LLC","CA, MT",1,01/01/2022,01/01/2022,0,1,A,0,1,0,0,0,0,0,0,1,"950 N. Glebe Road, Suite 700, Arlington, VA, 22203",https://www.priviahealth.com/who-we-support/physicians/privia-quality-network/tennessee-mssp/,"","","","Kayla Williams",kayla.williams@priviahealth.com,"(916) 747-9691","Stephanie Carpenter","Jim Sams",38.8815161,-77.1162063
A2057,"Privia Quality Network, LLC","DC, MD, VA",3,01/01/2014,01/01/2020,0,0,N/A,1,0,1,0,0,0,1,0,1,"950 N Glebe Rd, Suite 700, Arlington, VA, 22203",http://www.priviahealth.com/our-work/privia-quality-network/mssp/,"Eric Beyer",ebeyer@priviahealth.com,"(671) 851-2932","Robert Borchert",robert.borchert@priviahealth.com,"(817) 783-4841","Stephanie Carpenter","Fred Taweel",38.8815161,-77.1162063
A2000,"ProHealth Physicians ACO, LLC",CT,3,01/01/2013,07/01/2019,0,1,E,0,0,1,0,0,0,0,0,1,"3 Farm Glen Blvd, Farmington, CT, 06032",www.prohealthmd.com/aco-public-report.html,"Karl Korn",kkorn@prohealthmd.com,"(860) 284-4039","Missy Lucas",mlucas1@prohealthmd.com,N/A,"Mike Lom","Jennifer Donahue",41.7316559,-72.7975396
A4979,"ProHealth Solutions, LLC",WI,2,01/01/2022,01/01/2022,1,0,N/A,1,0,1,0,0,0,1,1,0,"N17W24100 Riverwood Dr, Suite 200, Waukesha, WI, 53188",ProHealthcare.org/about-us/ProHealth-Solutions-aco/shared-savings-program,"Peter Bacon",peter.bacon@phci.org,"","Peter Bacon",peter.bacon@phci.org,"(262) 696-0475","Lynn Wojnowski","Arthur Coffey",42.6956943,-74.9235838
A3016,"ProMedica Health Network, Inc.","MI, OH",2,01/01/2016,07/01/2019,0,1,E,0,0,1,0,0,0,1,0,1,"100 Madison Ave, MSC-S29903, Toledo, OH, 43604",https://www.promedica.org/for-health-professionals/promedica-health-network/accountable-care-organization,"Deno Monnett",Deno.Monnett@ProMedica.org,"(567) 585-7429","Deno Monnett",Deno.Monnett@ProMedica.org,"(567) 585-7429","Ryan Dolan","kent bishop",41.6503832,-83.5325654
A4983,"Prospect ACO Rhode Island","MA, RI",1,01/01/2022,01/01/2022,0,0,N/A,1,1,0,0,0,0,1,1,0,"1301 Atwood Avenue, Suite 106N, Johnston, RI, 02919",https://www.phsriaco.com/,"Jordan Hall",jhall@sentrymedllc.com,"(909) 653-6351","Jordan Hall",jhall@sentrymedllc.com,"(909) 653-6351","Jordan Hall","Jordan Hall",41.8124834,-71.4892228
A5321,"PSW ACO 1, LLC",WA,1,01/01/2024,01/01/2024,0,1,E,0,0,1,0,0,0,1,0,1,"1300 Evergreen Park Dr SW, Suite 200, Olympia, WA, 98502",https://www.multicareconnectedcare.com/about-us/aco-public-reporting/,"Melanie Matthews",MelanieM@pswipa.com,"(360) 943-4337","Shelby Harbison",Shelby.Harbison@multicare.org,"(509) 995-2509","Sara Aukerman","Nathaniel Davenport",47.0270431,-122.919568
A5323,"PSW ACO 2, LLC",WA,1,01/01/2024,01/01/2024,0,0,N/A,1,1,0,0,0,0,1,1,0,"1300 Evergreen Park Dr SW, Suite 200, Olympia, WA, 98502",https://www.pswipa.com/psw-aco-2-public-reporting,"Melanie Matthews",MelanieM@pswipa.com,"(360) 943-4337","Jacob Woods",jacobw@pswipa.com,"(360) 943-4337 x137","Sara Aukerman","Joseph Huang",47.0270431,-122.919568
A4614,QCIPN,HI,1,07/01/2019,07/01/2019,0,1,B,0,1,0,0,0,0,0,1,0,"1301 Punchbowl St., Honolulu, HI, 96813",https://qcipn.org/about/about-queens-mssp-aco/public-transparency/,"Tamara Pappas",tpappas@queens.org,"(808) 691-4453","Tamara Pappas",tpappas@queens.org,"(808) 691-4453","Renee Shimabukuro","Michael Nagoshi",21.3084698,-157.8538581
A1694,"Rainier Health Network",WA,3,01/01/2013,07/01/2019,0,1,E,0,1,0,0,0,0,1,1,0,"1149 Market Street, MS 10-34, Tacoma, WA, 98402",http://rainierhealthnetwork.com/mssp,"David Mayo",david.mayo@commonspirit.org,"(303) 564-3953","Francis Mercado",francis.mercado@commonspirit.org,"(253) 779-6259","David Walsh","Jude Verzosa",47.2515929,-122.4407988
A2070,"Renown Accountable Care, LLC","CA, NV",3,01/01/2014,01/01/2020,0,1,B,0,1,0,0,0,0,0,0,1,"1155 Mill Street, N14, Reno, NV, 89502",https://www.renown.org/-/media/Project/Renown/RenownHealth/Medical-Professional/Documents/PDF/ACO_Public-Reporting.pdf,"Bethany Sexton",bethany.sexton@renown.org,"(253) 212-6928","Jasmine Agnel",jasmine.agnel@renown.org,N/A,"Melinda Montoya","Rahul Mediwala",39.5243718,-119.7957326
A5215,"Responsive Care Solutions, LLC","AR, CO, DE, FL, KS, MD, MA, MN, NJ, NC, OH",1,01/01/2023,01/01/2023,0,1,B,0,1,0,0,0,0,0,0,1,"5955 Rand Blvd, Sarasota, FL, 34238",www.responsivecaresolutions.org,"Robert West",twest@bgcarenav.org,"(859) 351-7983","Robert West",twest@bgcarenav.org,"(859) 351-7983","Robert West","Jennifer Welsh",27.2649067,-82.4579068
A2704,"Richmond Quality, LLC","NJ, NY",3,01/01/2015,01/01/2022,0,1,B,0,1,0,0,0,0,0,0,1,"Richmond University Medical Center, 355 Bard Avenue, Staten Island, NY, 10310",https://www.rumcsi.org/about/richmond-quality-aco/,"Richard Salhany",Rsalhany@rumcsi.org,"(718) 818-2413","Humroy Mendez",hmendez@rumcsi.org,"(718) 818-1719","Dale Weber","Pietro Carpenito",40.6357678,-74.1059933
A5068,"River City Medical Group ACO LLC",CA,1,01/01/2022,01/01/2022,0,0,N/A,1,0,1,0,0,0,0,1,0,"7311 Greenhaven Dr, Suite 145, Sacramento, CA, 95831",http://rcmg.com/,"Jordan Hall",jhall@sentrymedllc.com,"(909) 653-6351","Jordan Hall",jhall@sentrymedllc.com,"(909) 653-6351","Jordan Hall","",38.4925563,-121.5222448
A3759,"Riverside Health Source, LLC",VA,2,01/01/2018,01/01/2022,0,1,B,0,0,1,0,0,0,0,0,1,"701 Town Center Drive, Suite 1000, Newport News, VA, 23606",www.riversideonline.com/myaco,"Sally Ryan",Sally.Ryan@rivhs.com,"(757) 316-5800","Eileen Varnson",eileen.varnson@rivhs.com,"(757) 534-7041","Lisa Salsberry","Thomas Kayrouz",37.0870894,-76.4744007
A3476,"Rochester Regional Health ACO, Inc.",NY,2,01/01/2017,01/01/2020,0,1,B,0,1,0,0,0,0,0,0,1,"100 Kings Highway South, Suite 2500, Rochester, NY, 14617",http://www.gripa.org/About/Our-MSSP-ACO,"Joseph Vasile",Joseph.Vasile@rochesterregional.org,"(585) 922-1511","Jennifer Briggs",Jennifer.Briggs@rochesterregional.org,"(585) 922-1585","Jennifer Briggs","Joseph Vasile",43.2018737,-77.5747833
A2217,"Rocky Mountain Accountable Health Network, Inc","CO, MT",3,01/01/2014,01/01/2020,0,1,E,0,1,0,0,0,0,0,1,0,"2475 Village Lane, Suite 302, Billings, MT, 59102",RMAHN.org,"Carol Beam",cbeam@rmhn.org,"(406) 238-6070","Carol Beam",cbeam@rmhn.org,"(406) 238-6070","Joanne Davidson","Jeffrey Zavala",45.7946242,-108.5550619
A1247,"RWJBH Accountable Care, LLC",NJ,3,07/01/2012,07/01/2019,0,1,B,0,0,1,0,0,0,0,0,1,"95 Old Short Hills Road, West Orange, NJ, 07052",https://www.rwjbhpartners.org/main/medicare-shared-savings-program.aspx,"Maruf Rahman",maruf.rahman@rwjbh.org,"(732) 729-7691","Alisa Wasserman",alisa.wasserman@rwjbh.org,"(732) 418-8229","Alisa Wasserman","Ruric Anderson",40.7637469,-74.3012795
A5372,"Saint Francis Accountable Health Alliance LLC",OK,1,01/01/2024,01/01/2024,0,0,N/A,1,0,1,0,0,0,0,0,1,"6161 South Yale Avenue, Tulsa, OK, 74136",www.saintfrancis.com/medicareaco,"Scott Ptacnik",svptacnik@saintfrancis.com,"(310) 590-8790","Scott Ptacnik",svptacnik@saintfrancis.com,"(310) 590-8790","Cathy Johnson","Brent Dennis",36.0711925,-95.9181918
A4566,"Saint Francis Health Plans, LLC",MO,1,07/01/2019,07/01/2019,0,1,B,0,1,0,0,0,0,0,0,1,"211 Saint Francis Drive, Cape Girardeau, MO, 63703",https://aco.sfmc.net,"Andrew Godbey",agodbey@sfmc.net,"(573) 331-5131","Andrew Godbey",agodbey@sfmc.net,"(573) 331-5131","Alex Ogburn","Andrew Godbey",37.3027135,-89.571662
A5147,"SBL accountable care organization",IL,3,01/01/2022,01/01/2022,1,1,B,0,1,0,0,0,0,0,1,0,"1000 Health Center Drive, Mattoon, IL, 61938",www.sarahbush.org/ACO,"Dennis Pluard",dpluard@sblhs.org,"(217) 348-2101","Dennis Pluard",dpluard@sblhs.org,"(217) 348-2101","Nancy Wurtsbaugh","Dwight Pentzien Jr",39.4879106,-88.2740982
A5356,"SC MSSP Enhanced","NC, SC",1,01/01/2024,01/01/2024,0,0,N/A,1,0,1,0,0,0,0,0,1,"4550 Montgomery Ave, Suite 950N, Bethesda, MD, 20814",https://www.aledade.com/sc-mssp-enhanced,"Andrew Chang",achang@aledade.com,"(321) 749-5657","Travis Broome",travis@aledade.com,"(202) 742-5897","Amy Youtz","William Dixon",38.9836694,-77.0916103
A3521,"Scripps Accountable Care Organization, LLC",CA,3,01/01/2017,01/01/2024,0,0,N/A,1,1,0,0,0,0,1,1,0,"10140 Campus Point Drive, San Diego, CA, 92121",https://www.scripps.org/ACO,"Tracy Chu",Chu.Tracy@scrippshealth.org,"(800) 727-4777","Cynthia Gipson",gipson.cynthia@scrippshealth.org,"(619) 252-2639","Taunya Juliano","Anil Keswani",32.8875768,-117.2225064
A3764,"Select Physicians Associates, LLC",FL,3,01/01/2018,01/01/2023,0,0,N/A,1,0,1,0,0,0,0,0,1,"601 S. Harbour Island Blvd, Ste 200, Tampa, FL, 33602",https://spaaco.com/public-reporting/,"Inna Karyeva",ikaryeva@ohypartners.com,"(646) 266-7342","Inna Karyeva",ikaryeva@ohypartners.com,"(646) 266-7342","Andrea Cauthen","Eric Haas",27.9387237,-82.4548811
A4868,"Sentara Accountable Care Organization, LLC","NC, VA",1,01/01/2020,01/01/2020,0,1,E,0,0,1,0,0,0,0,1,0,"800 Independence Blvd, Virginia Beach, VA, 23455",http://sentaraaco.org/,"Grayling Yarbrough",gxyarbro@sentara.com,"(810) 423-0937","Grayling Yarbrough",gxyarbro@sentara.com,"(810) 423-0937","Michael Angelo Orciga","Moss Mendelson",36.867626,-76.1315876
A2530,"Signature Partners in Health LLC",VA,3,01/01/2015,01/01/2022,0,1,B,0,0,1,0,0,0,0,0,1,"8095 Innovation Park Drive, Building D, 8th Floor, Fairfax, VA, 22031",https://www.inova.org/physicians/signature-partners/mssp-aco,"Neeta Goel",neeta.goel@inova.org,"(703) 864-0780","Neeta Goel",neeta.goel@inova.org,"(703) 864-0780","Jaspreet Grewal","Neeta Goel",38.8610306,-77.2239886
A2251,"Silver State ACO LLC",NV,3,01/01/2014,01/01/2020,0,0,N/A,1,1,0,0,0,0,1,0,1,"801 South Rancho Drive, Suite C-1, Las Vegas, NV, 89106",http://www.silverstateaco.com/public-reporting-1.html,"Lawrence Preston",lpreston@pmclv.com,"(702) 598-0600","Lawrence Preston",lpreston@pmclv.com,"(702) 598-0600","Rena Kantor","Leslie Jacobs Shoemaker",36.162099,-115.1722493
A4551,"SolutionHealth ACO LLC","MA, NH",3,07/01/2019,07/01/2019,1,1,E,0,1,0,0,0,0,1,1,0,"8 Prospect Street, Nashua, NH, 03061",https://www.solutionhealth.org/solutionhealthaco/,"ALISHA FEIGHTNER",alisha.feightner@solutionhealth.org,"(603) 663-2831","ALISHA FEIGHTNER",alisha.feightner@solutionhealth.org,"(603) 663-2831","Val Fryatt","John Klunk",42.7564074,-71.4620781
A4577,"SOMOS ACO","GA, NJ, NY",1,07/01/2019,07/01/2019,0,1,E,0,0,1,0,0,0,1,1,0,"2910 Exterior St, Suite 101, New York, NY, 10463",https://somosaco.hexplora.com/public_info.html,"OSCAR FUKILMAN",Jfernandez@optimusha.com,"(347) 791-4369","Jelani Fernandez",jfernandez@somoscommunitycare.org,"(347) 791-4369","David Zhang","SUMIR SAHGAL",40.876457,-73.9061373
A5220,"Sound Physicians Long Term Care Management, LLC","CO, FL, IN, NM, WA, WI",1,01/01/2023,01/01/2023,0,0,N/A,1,0,1,0,0,0,0,0,1,"1498 Pacific Ave., Suite 400, Tacoma, WA, 98402",https://soundphysicians.com/sltcm-aco/public-reporting/,"Michael Camacho",mcamacho@soundphysicians.com,"(817) 965-8030","Michael Camacho",mcamacho@soundphysicians.com,"(817) 965-8030","Daniel Weissburg","John Dickey",47.2493579,-122.4379613
A1522,"Southcoast Accountable Care Organization, LLC","MA, RI",3,01/01/2013,07/01/2019,0,1,E,0,0,1,0,0,0,1,1,0,"101 Page Street, New Bedford, MA, 02740",www.southcoast.org/aco,"Wade Broughman",BroughmanW@southcoast.org,"(774) 473-7145",N/A,N/A,N/A,"Anjali Mulchandani-West","",41.6265704,-70.9386768
A5206,"Southeast MSSP 2023","AL, AR, KY, MI, MS, NY, NC, TN, VA",2,01/01/2023,01/01/2024,0,0,N/A,1,0,1,0,0,0,0,0,1,"4550 Montgomery Ave, Suite 950N, Bethesda, MD, 20814",https://www.aledade.com/southeast-mssp-2023,"Evelyn Cayson",ecayson@aledade.com,"(662) 769-6154","Travis Broome",travis@aledade.com,"(202) 742-5897","Amy Youtz","Alan Walker",38.9836694,-77.0916103
A5337,"Southeast Quality Network, LLC","AL, GA",1,01/01/2024,01/01/2024,0,0,N/A,1,0,1,0,0,0,0,0,1,"4300 North Point Parkway, Suite 300, ALPHARETTA, GA, 30022",https://www.southeastqualitynetwork.com/,"Eric Pfleger",epfleger@southeastpcp.com,"(678) 400-2628","Eric Pfleger",epfleger@southeastpcp.com,"(678) 400-2628","Jennifer Bottoms","Jeff Stone",34.061106,-84.2644139
A3325,"Southeastern Health Partners","NC, SC",2,01/01/2017,01/01/2020,0,1,B,0,1,0,0,0,0,0,1,0,"220 N. Main Street, Suite 500, Greenville, SC, 29601",https://southeasternhealthpartners.org/public-reporting/,"Keith Newnam",keith_newnam@southeasternhealthpartners.org,"(804) 572-3669","Keith Newnam",keith_newnam@southeasternhealthpartners.org,"(804) 572-3669","Wendy Smith","Michael Seemuller",34.8530848,-82.3969728
A1216,"Southern Kentucky Health Care Alliance","KY, VA",3,07/01/2012,07/01/2019,0,1,E,0,0,1,0,0,0,0,0,1,"121 College Street, Smiths Grove, KY, 42171",https://southern-kentucky-hca.com/,"Pravin Avula",avulap@ggclinic.com,"(270) 563-3000","Carter Rieser",carter.rieser@imperiumhealth.com,"(304) 685-9813","Amanda Waid","Praveen Arla",37.0523384,-86.2071318
A2802,"Space Coast ACO","FL, MI, NJ",3,01/01/2016,01/01/2024,0,0,N/A,1,0,1,0,0,0,1,0,1,"3535 Little Rd, Trinity, FL, 34655",http://www.spacecoastaco.com/,"Jayadeva Chowdappa",jchowdappa@nhs-aco.com,"(727) 455-5474","Jayadeva Chowdappa",jchowdappa@nhs-aco.com,"(727) 455-5474","Gail Moran","Jayadeva Chowdappa",28.2091097,-82.6673657
A2587,"Springfield Clinic ACO, LLC",IL,3,01/01/2015,01/01/2022,0,1,B,0,1,0,0,0,0,0,1,0,"1025 South Sixth Street, Springfield, IL, 62703",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://cdn.sc.care/web/documents/departments/Springfield%20Clinic%20PY2023_Public_Reporting_-XCJLn4pUe1.pdf,"Sunny Hampsey",suhampsey@springfieldclinic.com,"(217) 725-9921","Sunny Hampsey",suhampsey@springfieldclinic.com,"(217) 725-9921","Sunny Hampsey","Kenneth Sagins",39.7910214,-89.6478988
A2272,"SSM ACO, LLC","IL, MO",3,01/01/2014,01/01/2022,0,0,N/A,1,1,0,0,0,0,1,1,0,"12312 Olive Blvd, St Louis, MO, 63141",www.ssmhealth.com/aco_public_reporting/,"Mark Webber",Mark.Webber@ssmhealth.com,"(314) 989-6816","Mark Webber",Mark.Webber@ssmhealth.com,"(314) 989-6816","Angela Distler","Shesha Katakam",38.6727015,-90.4553596
A4832,"SSM IL ACO, LLC",IL,2,01/01/2020,01/01/2020,1,1,E,0,0,1,0,0,0,1,0,1,"10101 Woodfield Lane, St Louis, MO, 63132",https://www.ssmhealth.com/about/aco/public-reporting-information-southern-illinois,"Jayceen Ensrude",jayceen.ensrude@ssmhealth.com,"(314) 994-7983","Lisa Crouch",lisa.crouch@ssmhealth.com,"(618) 436-8564","Angela Distler","Sudeep Nair",38.6776057,-90.4018426
A5124,"SSM WI ACO LLC","IL, WI",1,01/01/2022,01/01/2022,0,1,E,0,1,0,0,0,0,1,1,0,"1808 W BELTLINE HWY, Madison, WI, 53713",https://www.ssmhealth.com/resources/about/aco/public-reporting-information-for-wisconsin,"Brenton Meier",brent.meier@ssmhealth.com,"(608) 239-8195","Michelle Walker",michelle.walker@ssmhealth.com,"(608) 280-4495","Angela Distler","Brenton Meier",43.0365345,-89.411282
A2247,"St Joseph Health Partners ACO",TX,3,01/01/2014,01/01/2020,0,1,E,0,1,0,0,0,0,1,0,1,"2801 Franciscan Dr, Bryan, TX, 77802",https://stjoseph.stlukeshealth.org/about-us/health-partners/medicare-aco,"Megan Harkey",megan.harkey@commonspirit.org,"(512) 433-9051","Megan Harkey",megan.harkey@commonspirit.org,"(512) 433-9051","Megan Harkey","Clint Cheng",30.6558418,-96.3466834
A2205,"St Vincents Accountable Care Organization LLC","FL, GA",3,01/01/2014,01/01/2020,0,1,E,0,0,1,0,0,0,1,1,0,"1 Shircliff Way, Suite 1302 Attn: President ACO, Estrellita Redmon, Jacksonville, FL, 32204",https://healthcare.ascension.org/locations/florida/fljac/shared-content/aco,"Laura Behr",lwbehr@ascension.org,"(850) 746-1403","Laura Behr",lwbehr@ascension.org,"(850) 746-1403","Laura LeCaptain","Willie Pennick",30.3076759,-81.6904716
A3623,"St. Luke's ACO, LLC","IL, MO",2,01/01/2018,01/01/2022,0,1,B,0,0,1,0,0,0,0,0,1,"232 S. Woods Mill Road, Chesterfield, MO, 63017",www.stlukes-stl.com/aco,"Samuel Flanders",samuel.flanders@stlukes-stl.com,"(314) 864-3287","Allison Rajaratnam",allison.rajaratnam@stlukes-stl.com,"(636) 685-7755","Charla Craig","J. William Campbell",38.6510878,-90.5032107
A3560,"St. Luke's Medicare ACO","NJ, PA",2,01/01/2018,01/01/2022,0,1,B,0,0,1,0,0,0,0,1,0,"801 Ostrum Street, Bethlehem, PA, 18015",www.slhn.org/medicareaco,"Scott Wolfe",scott.wolfe@sluhn.org,"(610) 223-0987","Christina Lewis",christina.lewis@sluhn.org,"(484) 526-4981","Linda Gately","Robert Gayner",40.6090583,-75.3930662
A5346,"Stellar Health ACO","AR, LA, MI, MN, NH, NY, OR, PA, WV",1,01/01/2024,01/01/2024,0,1,C,0,0,1,0,0,0,0,0,1,"215 Park Avenue S, Floor 17, New York, NY, 10003",https://stellar.health/aco-public-reporting/,"Ned Schwartz",ned.schwartz@stellar.health,"(614) 440-6679","Marcus Zachary",marcus.zachary@stellar.health,"(415) 722-2922","Samantha Kelen","Shirin Peters",40.7368375,-73.9883799
A3834,"Steward National Care Network, Inc.","AZ, FL, MA, NH, OH, PA, RI, TX, UT",2,01/01/2018,07/01/2019,0,0,N/A,1,0,1,0,0,0,1,1,0,"1000 NW 57th Ct, Suite 400, Miami, FL, 33126",https://www.caremax.com/mssp-cncn/,"Alberto de Solo",Ardesolo@caremax.com,"(786) 246-6880","Kristin Shaw",kristin.shaw@caremax.com,"(716) 725-1100","Kimberly Anderson","Niberto Moreno",25.780625,-80.2924046
A4830,"Stony Brook ACO, LLC.",NY,1,01/01/2020,01/01/2020,0,1,E,0,1,0,0,0,0,0,0,1,"101 Nicolls Road, Health Sciences Center, Level 4 Rm 178, Stony Brook, NY, 11794",https://www.stonybrookmedicine.edu/aco/reporting,"John Hutter",John.Hutter@stonybrookmedicine.edu,"(631) 216-8300","John Hutter",John.Hutter@stonybrookmedicine.edu,"(631) 216-8300","Laura McNamara","Donna Heinemann",40.9090136,-73.1153553
A4527,"Stratum Med ACO","IL, IN, IA, KS, MN, MO, WA",2,07/01/2019,01/01/2022,0,0,N/A,1,1,0,0,0,0,1,1,0,"7509 NW Tiffany Springs Parkway, Ste. 310, Kansas City, MO, 64153",https://www.signifyhealth.com/cms-reporting/caravan-health-aco-20-llc,"Jerome Gronniger",tgronniger@signifyhealth.com,"(202) 906-0165","KRISTINE MILLER",KMILLER@SIGNIFYHEALTH.COM,"(228) 224-3232","Tonya Gregory","Christina Taylor",39.2727456,-94.665247
A1063,"Summa Accountable Care Organization",OH,3,07/01/2012,07/01/2019,0,1,E,0,0,1,0,0,0,1,0,1,"1077 Gorge Blvd., Akron, OH, 44310",http://www.summahealth.org/ACO,"William Epling",eplingw@summacare.com,"(330) 996-5675","Melissa Pidhorodeckyj",pidhorodeckym@summahealth.org,"(330) 996-8541","Beverly Brouse","Dawn Hubbard",41.106491,-81.4967476
A5049,"Summit Health ACO",NJ,2,01/01/2022,01/01/2024,0,0,N/A,1,1,0,0,0,0,1,0,1,"One Diamond Hill Road, Berkeley Heights, NJ, 07922",https://www.summithealth.com/sites/default/files/2023-04/NJ-Marketing-Public-Reporting-Version-6.1_%28updated-December-2022%29.pdf,"Ashish Parikh",aparikh@summithealth.com,"(908) 977-9478","Cathi Weinstein",cweinstein@summithealth.com,"(908) 977-0499","Michelle ONeill","Ashish Parikh",40.6780114,-74.4120794
A5279,"Sutter Medicare Direct",CA,1,01/01/2023,01/01/2023,0,1,E,0,0,1,0,0,0,1,1,0,"2200 River Plaza Drive, Sacramento, CA, 95833",https://www.sutterhealth.org/for-patients/medicare/mssp,"Todd Smith",SmithT1@sutterhealth.org,"(916) 496-7878","Alexander Perkins",alexander.perkins@sutterhealth.org,"(707) 328-5648","Bryanne Taylor","Audrey Tio",38.6053463,-121.5185367
A5056,"Tandigm Value Partners, LLC",PA,1,01/01/2022,01/01/2022,0,0,N/A,1,1,0,0,0,0,1,1,0,"300 Four Falls Corporate Center, Suite 260, West Conshohocken, PA, 19428",www.tandigmvaluepartners.com,"Michael Lachenmayer",mlachenmayer@tandigm.com,"(215) 779-1039","Tiara Swindell",tswindell@tandigm.com,"(757) 754-1970","Marianne Stahl","",40.0681632,-75.3065123
A3365,"TC2, LLC",GA,2,01/01/2017,01/01/2020,0,1,E,0,0,1,0,0,0,1,1,0,"111 Perimeter Parkway, Macon, GA, 31210",TC2Health.com/public-reporting/,"Stephen Kardon",kardon.stephen@tc2health.com,"(404) 229-5839","Stephen Kardon",kardon.stephen@tc2health.com,"(404) 229-5839","Stephen Kardon","Freddy Gaton",32.9378123,-83.7215324
A5341,"TEAM ACO","CT, DE, FL, KS, MI, NV, NY, NC, TX, WA",1,01/01/2024,01/01/2024,0,1,A,0,0,1,0,0,0,0,0,1,"265 Brookview Centre Way, Ste 203, Knoxville, TN, 37919",https://www.teamhealth.com/teamaco,"Darren Swenson",Darren_Swenson@TeamHealth.com,"(253) 365-0901","Amanda McMullen",amanda_mcmullen@teamhealth.com,"(865) 293-5620","Nellie Bailey","Jamie Freelin",35.9360698,-84.0049098
A5361,"Texas MSSP Enhanced",TX,1,01/01/2024,01/01/2024,0,0,N/A,1,0,1,0,0,0,0,0,1,"4550 Montgomery Ave, Suite 950N, Bethseda, MD, 20814",https://www.aledade.com/texas-mssp-enhanced,"Crystal Ecton",cecton@aledade.com,"(512) 663-8972","Travis Broome",travis@aledade.com,"(202) 742-5897","Amy Youtz","Brenda Vozza",38.9836694,-77.0916103
A3320,"Texas Panhandle Clinical Partners ACO LLC","NM, OK, TX",2,01/01/2017,01/01/2020,0,1,B,0,0,1,0,0,0,0,0,1,"6900 I 40 West Ste 150, Amarillo, TX, 79106",tpcpaco.com/public-reporting,"Mallory Cary",mallory.cary@uhsinc.com,"(775) 770-9460","Mallory Cary",mallory.cary@uhsinc.com,"(775) 770-9460","Philip Ramirez","upendra patel",35.1885945,-101.9136207
A4585,"Texoma Clinical Partners ACO, LLC","OK, TX",2,07/01/2019,01/01/2023,0,0,N/A,1,0,1,0,0,0,1,0,1,"367 S. Gulph Road, King of Prussia, PA, 19406",https://texomaaco.com/public-reporting,"Kamal Jemmoua",kamal.jemmoua@uhsinc.com,"(775) 770-9325","Mallory Cary",mallory.cary@uhsinc.com,"(775) 770-9460","Philip Ramirez","robert sanders",40.0785558,-75.3706394
A2098,"The Accountable Care Organization, Ltd.","CA, FL, IN, KS, KY, MI, NY, NC, TX, UT",3,01/01/2014,01/01/2020,0,0,N/A,1,0,1,0,0,0,1,1,0,"800 N. Glebe Road, Suite 500, Arlington, VA, 22203",https://www.evolenthealth.com/evolent-care-partners/reporting,"Nicolas Lewine",nlewine@evolent.com,"","Nicolas Lewine",nlewine@evolent.com,N/A,"Melanie Hurd","Douglas Short",38.8802115,-77.1149873
A1252,"The Polyclinic","OR, WA",3,07/01/2012,07/01/2019,0,1,E,0,0,1,0,0,0,1,0,1,"1145 Broadway, Seattle, WA, 98122",https://polyclinic.com/medicare/aco/public-reporting,"Mary Anderson",mary.anderson@polyclinic.com,"(206) 320-6286","Kelsey Stufflebeam",kelsey.stufflebeam@optumpnw.com,"(360) 421-4367","Emily Leigh","Mary Anderson",47.6126167,-122.3211115
